"Ref";"id_10WEB.io";"PD#PN";"Post_Number_Calc";"Post_Number_plus_Fin-dex";"Post_Number_v1.0";"Fix";"Calc1";"Calc2";"Calc3";"Post_list!";"Main_Section?";"Surprise!";"Post?";"Tier?";"Fin-dex";"New_Ref";"TransMission";"Post_Name_English";"MS_Code_Number";"Main_Section_Title_for_Categorisation";"Nome_do_Post_Brasileirinho";"Temp_Notes";"Repetead?";"Rp_in";"Rp_out";"Where_the_Post_has_been_found?";"MainSection_Code";"Temp";"Server_Post_Path-2nd_Strip";"Server_Post_Path-1st_Strip";"Server_Post_Path-Complete_with_post_name";"Remarks";"URL";"Slug_Derived"
41;31398;"BD.GG.003";"BD.GG.003";"41 - BD.GG.003";;;"BD";"GG";3;"FALSE";"FALSE";"FALSE";"TRUE";0;41;41;"TRUE";"Pāṭihāriya (Supernormal Abilities) of a Buddha – Part I";;;;"o";"TRUE";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddhahood Associated Controversies »";"Home » Buddha Dhamma » Buddhahood Associated Controversies » Pāṭihāriya (Supernormal Abilities) of a Buddha – Part I";;"https://puredhamma.net/dhamma/buddhahood-associated-controversies/patihariya-supernormal-abilities-of-a-buddha/";"patihariya-supernormal-abilities-of-a-buddha"
42;31445;"BD.GG.004";"BD.GG.004";"42 - BD.GG.004";;;"BD";"GG";4;"FALSE";"FALSE";"FALSE";"TRUE";0;42;42;"TRUE";"Pāṭihāriya (Supernormal Abilities) of a Buddha – Part II";;;;"o";"TRUE";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddhahood Associated Controversies »";"Home » Buddha Dhamma » Buddhahood Associated Controversies » Pāṭihāriya (Supernormal Abilities) of a Buddha – Part II";;"https://puredhamma.net/dhamma/buddhahood-associated-controversies/patihariya-iddhi-of-buddha/";"patihariya-iddhi-of-buddha"
43;126;"BD.AA.002";"BD.AA.002";"43 - BD.AA.002";;;"BD";"AA";2;"FALSE";"FALSE";"FALSE";"TRUE";0;43;43;"TRUE";"What is Buddha Dhamma?";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma?";"Home » Buddha Dhamma » What is Buddha Dhamma?";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/";"what-is-buddha-dhamma"
44;87;"BD.AA.003";"BD.AA.003";"44 - BD.AA.003";;;"BD";"AA";3;"FALSE";"FALSE";"FALSE";"TRUE";0;44;44;"TRUE";"Foundation of Dhamma";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Foundation of Dhamma";;"https://puredhamma.net/dhamma/foundation-of-dhamma/";"foundation-of-dhamma"
45;91;"BD.AA.004";"BD.AA.004";"45 - BD.AA.004";;;"BD";"AA";4;"FALSE";"FALSE";"FALSE";"TRUE";0;45;45;"TRUE";"The Importance of Purifying the Mind";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Importance of Purifying the Mind";;"https://puredhamma.net/dhamma/the-importance-of-purifying-the-mind-2/";"the-importance-of-purifying-the-mind-2"
46;115;"BD.HH.001";"BD.HH.001";"46 - BD.HH.001";;;"BD";"HH";1;"TRUE";"FALSE";"FALSE";"FALSE";0;46;46;"TRUE";"The Grand Unified Theory of Dhamma";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/";"the-grand-unified-theory-of-dhamma"
47;8531;"BD.HH.002";"BD.HH.002";"47 - BD.HH.002";;;"BD";"HH";2;"FALSE";"FALSE";"FALSE";"TRUE";0;47;47;"TRUE";"The Grand Unified Theory of Dhammā – Introduction";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » The Grand Unified Theory of Dhammā – Introduction";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/grand-unified-theory-of-dhamma/";"grand-unified-theory-of-dhamma"
48;8338;"BD.HH.003";"BD.HH.003";"48 - BD.HH.003";;;"BD";"HH";3;"FALSE";"FALSE";"FALSE";"TRUE";0;48;48;"TRUE";"Our Two Worlds: Material and Immaterial";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Our Two Worlds: Material and Immaterial";;"https://puredhamma.net/dhamma/our-two-worlds-material-immaterial/";"our-two-worlds-material-immaterial"
49;8467;"BD.HH.004";"BD.HH.004";"49 - BD.HH.004";;;"BD";"HH";4;"FALSE";"FALSE";"FALSE";"TRUE";0;49;49;"TRUE";"31 Realms Associated with the Earth";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » 31 Realms Associated with the Earth";;"https://puredhamma.net/dhamma/31-realms-associated-with-the-earth/";"31-realms-associated-with-the-earth"
50;8648;"BD.HH.005";"BD.HH.005";"50 - BD.HH.005";;;"BD";"HH";5;"FALSE";"FALSE";"FALSE";"TRUE";0;50;50;"TRUE";"Gandhabba – Only in Human and Animal Realms";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » Gandhabba – Only in Human and Animal Realms";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/gandhabba-only-in-human-and-animal-realms/";"gandhabba-only-in-human-and-animal-realms"
51;5622;"AB.EE.002";"AB.EE.002";"51 - AB.EE.002";;;"AB";"EE";2;"FALSE";"FALSE";"FALSE";"TRUE";0;51;51;"TRUE";"Body Types in 31 Realms – Importance of Manomaya Kaya";;;;"o";"TRUE";;;"02 - Buddha Dhamma";"AB";1;"Home » Abhidhamma »";"Home » Abhidhamma » Role of the Brain in Human Consciousness »";"Home » Abhidhamma » Role of the Brain in Human Consciousness » Body Types in 31 Realms – Importance of Manomaya Kaya";;"https://puredhamma.net/abhidhamma/role-of-the-brain-in-human-consciousness/importance-of-manomaya-kaya/";"importance-of-manomaya-kaya"
52;8423;"BD.HH.006";"BD.HH.006";"52 - BD.HH.006";;;"BD";"HH";6;"FALSE";"FALSE";"FALSE";"TRUE";0;52;52;"TRUE";"Gandhabba Sensing the World – With and Without a Physical Body";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » Gandhabba Sensing the World – With and Without a Physical Body";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/gandhabba-sensing-the-world-with-and-without-a-physical-body/";"gandhabba-sensing-the-world-with-and-without-a-physical-body"
53;8789;"BD.HH.007";"BD.HH.007";"53 - BD.HH.007";;;"BD";"HH";7;"FALSE";"FALSE";"FALSE";"TRUE";0;53;53;"TRUE";"Nibbāna in the Big Picture";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma »";"Home » Buddha Dhamma » The Grand Unified Theory of Dhamma » Nibbāna in the Big Picture";;"https://puredhamma.net/dhamma/the-grand-unified-theory-of-dhamma/nibbana-in-the-big-picture/";"nibbana-in-the-big-picture"
54;4802;"BD.AA.005";"BD.AA.005";"54 - BD.AA.005";;;"BD";"AA";5;"FALSE";"FALSE";"FALSE";"TRUE";0;54;54;"TRUE";"Buddha Dhamma: Non-Perceivability and Self-Consistency";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Buddha Dhamma: Non-Perceivability and Self-Consistency";;"https://puredhamma.net/dhamma/buddha-dhamma-non-perceivability-self-consistency/";"buddha-dhamma-non-perceivability-self-consistency"
55;244;"BD.AA.006";"BD.AA.006";"55 - BD.AA.006";;;"BD";"AA";6;"FALSE";"FALSE";"FALSE";"TRUE";0;55;55;"TRUE";"Samsāric Time Scale, Buddhist Cosmology, and the Big Bang Theory";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Samsāric Time Scale, Buddhist Cosmology, and the Big Bang Theory";;"https://puredhamma.net/dhamma/samsaric-time-scale-buddhist-cosmology/";"samsaric-time-scale-buddhist-cosmology"
56;414;"BD.AA.007";"BD.AA.007";"56 - BD.AA.007";;;"BD";"AA";7;"FALSE";"FALSE";"FALSE";"TRUE";0;56;56;"TRUE";"Evidence for Rebirth";;;;"o";"TRUE";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Evidence for Rebirth";;"https://puredhamma.net/dhamma/evidence-for-rebirth/";"evidence-for-rebirth"
57;6641;"BD.II.001";"BD.II.001";"57 - BD.II.001";;;"BD";"II";1;"TRUE";"FALSE";"FALSE";"FALSE";0;57;57;"TRUE";"Power of the Human Mind";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Power of the Human Mind";;"https://puredhamma.net/dhamma/power-of-the-human-mind/";"power-of-the-human-mind"
58;6641;"BD.II.002";"BD.II.002";"58 - BD.II.002";;;"BD";"II";2;"FALSE";"FALSE";"FALSE";"TRUE";0;58;58;"TRUE";"Power of the Human Mind – Introduction";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma? »";"Home » Buddha Dhamma » What is Buddha Dhamma? » Power of the Human Mind – Introduction";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/power-of-the-human-mind/";"power-of-the-human-mind"
59;11091;"BD.II.003";"BD.II.003";"59 - BD.II.003";;;"BD";"II";3;"FALSE";"FALSE";"FALSE";"TRUE";0;59;59;"TRUE";"Difference Between Jhāna and Stages of Nibbāna";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Power of the Human Mind »";"Home » Buddha Dhamma » Power of the Human Mind » Difference Between Jhāna and Stages of Nibbāna";;"https://puredhamma.net/dhamma/power-of-the-human-mind/jhana-stages-of-nibbana/";"jhana-stages-of-nibbana"
60;1268;"BD.II.004";"BD.II.004";"60 - BD.II.004";;;"BD";"II";4;"FALSE";"FALSE";"FALSE";"TRUE";0;60;60;"TRUE";"Power of the Human Mind – Anariya or Mundane Jhānas";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma? »";"Home » Buddha Dhamma » What is Buddha Dhamma? » Power of the Human Mind – Anariya or Mundane Jhānas";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/power-of-the-human-mind-the-anariya-or-mundane-jhanas/";"power-of-the-human-mind-the-anariya-or-mundane-jhanas"
61;1297;"BD.II.005";"BD.II.005";"61 - BD.II.005";;;"BD";"II";5;"FALSE";"FALSE";"FALSE";"TRUE";0;61;61;"TRUE";"Power of the Human Mind – Ariya Jhānā";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » What is Buddha Dhamma? »";"Home » Buddha Dhamma » What is Buddha Dhamma? » Power of the Human Mind – Ariya Jhānā";;"https://puredhamma.net/dhamma/what-is-buddha-dhamma/power-of-the-human-mind-ariya-jhanas/";"power-of-the-human-mind-ariya-jhanas"
62;11119;"BD.II.006";"BD.II.006";"62 - BD.II.006";;;"BD";"II";6;"FALSE";"FALSE";"FALSE";"TRUE";0;62;62;"TRUE";"Are There Procedures for Attaining Magga Phala, Jhāna and Abhiññā?";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Power of the Human Mind »";"Home » Buddha Dhamma » Power of the Human Mind » Are There Procedures for Attaining Magga Phala, Jhāna and Abhiññā?";;"https://puredhamma.net/dhamma/power-of-the-human-mind/are-there-procedures-for-attaining-magga-phala-jhana-and-abhinna/";"are-there-procedures-for-attaining-magga-phala-jhana-and-abhinna"
63;2453;"BD.AA.008";"BD.AA.008";"63 - BD.AA.008";;;"BD";"AA";8;"FALSE";"FALSE";"FALSE";"TRUE";0;63;63;"TRUE";"Transfer of Merits (Pattidāna) – How Does it Happen?";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Transfer of Merits (Pattidāna) – How Does it Happen?";;"https://puredhamma.net/dhamma/transfer-of-merits-pattidana-punnanumodana/";"transfer-of-merits-pattidana-punnanumodana"
64;2947;"BD.AA.009";"BD.AA.009";"64 - BD.AA.009";;;"BD";"AA";9;"FALSE";"FALSE";"FALSE";"TRUE";0;64;64;"TRUE";"First Noble Truth is Suffering? Myths about Suffering";;;;"o";"TRUE";1;2;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » First Noble Truth is Suffering? Myths about Suffering";;"https://puredhamma.net/dhamma/first-noble-truth-is-suffering-myths-about-suffering/";"first-noble-truth-is-suffering-myths-about-suffering"
65;2117;"BD.AA.010";"BD.AA.010";"65 - BD.AA.010";;;"BD";"AA";10;"FALSE";"FALSE";"FALSE";"TRUE";0;65;65;"TRUE";"Vinaya – The Nature Likes to be in Equilibrium";;;;"o";"FALSE";;;"02 - Buddha Dhamma";"BD";1;"Home » Buddha Dhamma »";"Home » Buddha Dhamma »";"Home » Buddha Dhamma » Vinaya – The Nature Likes to be in Equilibrium";;"https://puredhamma.net/dhamma/vinaya-the-nature-likes-to-be-in-equillibrium/";"vinaya-the-nature-likes-to-be-in-equillibrium"
66;205;"KD.AA.000";"KD.AA.000";"66 - KD.AA.000";"KD.A.00";;"KD";"AA";0;"TRUE";"TRUE";"FALSE";"FALSE";0;66;66;"TRUE";"Key Dhamma Concepts";3;"Key Dhamma Concepts";;"Dhamma: Conceitos-Chave";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts";"Home » Key Dhamma Concepts";"Home » Key Dhamma Concepts";;"https://puredhamma.net/key-dhamma-concepts/";"key-dhamma-concepts"
67;34890;"KD.BB.001";"KD.BB.001";"67 - KD.BB.001";;;"KD";"BB";1;"TRUE";"FALSE";"FALSE";"FALSE";0;67;67;"TRUE";"Basic Framework of Buddha Dhamma";;;;"o";"TRUE";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/";"basic-framework-of-buddha-dhamma"
68;34772;"KD.BB.002";"KD.BB.002";"68 - KD.BB.002";;;"KD";"BB";2;"FALSE";"FALSE";"FALSE";"TRUE";1;68;68;"TRUE";"Buddha Dhamma – Noble Truths, Paṭicca Samuppāda, Tilakkhana";;;;"o";"TRUE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Buddha Dhamma – Noble Truths, Paṭicca Samuppāda, Tilakkhana";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/buddha-dhamma-noble-truths-paticca-samuppada-tilakkhana/";"buddha-dhamma-noble-truths-paticca-samuppada-tilakkhana"
69;34687;"KD.BB.003";"KD.BB.003";"69 - KD.BB.003";;;"KD";"BB";3;"FALSE";"FALSE";"FALSE";"TRUE";1;69;69;"TRUE";"Noble Truths, Paṭicca Samuppāda, Tilakkhana – Key Relationships";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Noble Truths, Paṭicca Samuppāda, Tilakkhana – Key Relationships";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/noble-truths-paticca-samuppada-tilakkhana-key-relationships/";"noble-truths-paticca-samuppada-tilakkhana-key-relationships"
70;34706;"KD.BB.004";"KD.BB.004";"70 - KD.BB.004";;;"KD";"BB";4;"FALSE";"FALSE";"FALSE";"TRUE";1;70;70;"TRUE";"Anicca Nature, the First Noble Truth, and Paṭicca Samuppāda";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Anicca Nature, the First Noble Truth, and Paṭicca Samuppāda";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/anicca-nature-the-first-noble-truth-and-paticca-samuppada/";"anicca-nature-the-first-noble-truth-and-paticca-samuppada"
71;34872;"KD.BB.005";"KD.BB.005";"71 - KD.BB.005";;;"KD";"BB";5;"FALSE";"FALSE";"FALSE";"TRUE";1;71;71;"TRUE";"Anicca Nature – Not Possible to Overcome Suffering in This World";;;;"o";"TRUE";1;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anicca Nature – Not Possible to Overcome Suffering in This World";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anicca-not-possible-to-overcome-suffering/";"anicca-not-possible-to-overcome-suffering"
72;35194;"KD.CC.001";"KD.CC.001";"72 - KD.CC.001";;;"KD";"CC";1;"TRUE";"FALSE";"FALSE";"FALSE";1;72;72;"TRUE";"Subsection: Tilakkhana – Introduction";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/";"tilakkhana-introduction"
73;35213;"KD.CC.002";"KD.CC.002";"73 - KD.CC.002";;;"KD";"CC";2;"FALSE";"FALSE";"FALSE";"TRUE";2;73;73;"TRUE";"Anicca and Anatta – Two Characteristics of the World";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anicca and Anatta – Two Characteristics of the World";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anicca-and-anatta-two-characteristics-of-the-world/";"anicca-and-anatta-two-characteristics-of-the-world"
74;35237;"KD.CC.003";"KD.CC.003";"74 - KD.CC.003";;;"KD";"CC";3;"FALSE";"FALSE";"FALSE";"TRUE";2;74;74;"TRUE";"Anuloma Khanti and Sammattaniyāma – Pre-requisites for a Sotapanna";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anuloma Khanti and Sammattaniyāma – Pre-requisites for a Sotapanna";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anuloma-khanti-sammattaniyama-pre-requisites-for-a-sotapanna/";"anuloma-khanti-sammattaniyama-pre-requisites-for-a-sotapanna"
75;34872;"KD.BB.005";"KD.BB.005";"75 - KD.BB.005";;;"KD";"BB";5;"FALSE";"FALSE";"FALSE";"TRUE";2;75;75;"TRUE";"Anicca Nature – Not Possible to Overcome Suffering in This World";;;;"o";"TRUE";2;2;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Anicca Nature – Not Possible to Overcome Suffering in This World";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/anicca-not-possible-to-overcome-suffering/";"anicca-not-possible-to-overcome-suffering"
76;35146;"KD.CC.004";"KD.CC.004";"76 - KD.CC.004";;;"KD";"CC";4;"FALSE";"FALSE";"FALSE";"TRUE";2;76;76;"TRUE";"Dukkha in Tilakkhana Is a Characteristic – Not Dukkha Vedanā";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Dukkha in Tilakkhana Is a Characteristic – Not Dukkha Vedanā";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/dukkha-in-tilakkhana-is-a-characteristic-not-dukkha-vedana/";"dukkha-in-tilakkhana-is-a-characteristic-not-dukkha-vedana"
77;35352;"KD.CC.005";"KD.CC.005";"77 - KD.CC.005";;;"KD";"CC";5;"FALSE";"FALSE";"FALSE";"TRUE";2;77;77;"TRUE";"Attachment to Things with Dukkha Lakkhana Leads to Dukkha";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » Attachment to Things with Dukkha Lakkhana Leads to Dukkha";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/attachment-to-things-with-dukkha-lakkhana-leads-to-dukkha/";"attachment-to-things-with-dukkha-lakkhana-leads-to-dukkha"
78;35094;"KD.CC.006";"KD.CC.006";"78 - KD.CC.006";;;"KD";"CC";6;"FALSE";"FALSE";"FALSE";"TRUE";2;78;78;"TRUE";"How Does Anicca Nature Lead to Dukkha?";;;;"o";"FALSE";;;"03 - Key Dhamma Concepts";"KD";1;"Home » Key Dhamma Concepts »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction »";"Home » Key Dhamma Concepts » Basic Framework of Buddha Dhamma » Tilakkhana – Introduction » How Does Anicca Nature Lead to Dukkha?";;"https://puredhamma.net/key-dhamma-concepts/basic-framework-of-buddha-dhamma/tilakkhana-introduction/how-does-anicca-nature-lead-to-dukkha/";"how-does-anicca-nature-lead-to-dukkha"
